osa:4323962	Os01g0524400
osa:4345707	Os08g0446200
osa:4345708	Os08g0446400
osa:4345709	Os08g0446800
osa:4345710	Os08g0447000
osa:4345711	Os08g0447200
osa:4345712	Os08g0447300
osa:4345713	Os08g0447500
osa:4345716	Os08g0447900
osa:4345717	Os08g0448000; K01904 4-coumarate--CoA ligase [EC:6.2.1.12]
osa:4345718	Os08g0448100
osa:4345720	Os08g0449400
osa:4345721	Os08g0449500
osa:4345722	Os08g0450100; K01051 pectinesterase [EC:3.1.1.11]
osa:4345723	Os08g0450200
osa:4345724	Os08g0450700
osa:4345725	Os08g0450800; K00921 1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]
osa:4345726	Os08g0451000
osa:4345728	Os08g0451400
osa:4345729	Os08g0451500
osa:4345730	Os08g0451600
osa:4345731	Os08g0451700
osa:4345732	Os08g0451800
osa:4345733	Os08g0451900; K11975 E3 ubiquitin-protein ligase RNF144 [EC:6.3.2.19]
osa:4345734	Os08g0452100
osa:4345735	Os08g0452200
osa:4345736	Os08g0452500
osa:4345738	Os08g0453200
osa:4345742	Os08g0453700
osa:4345744	Os08g0454400
osa:4345745	Os08g0454500
osa:4345746	Os08g0454600
osa:4345748	Os08g0455600; K06269 protein phosphatase 1, catalytic subunit [EC:3.1.3.16]
osa:4345749	Os08g0455700
osa:4345750	Os08g0455800; K09705 hypothetical protein
osa:4345751	Os08g0456200
osa:4345752	Os08g0456600
osa:4345753	Os08g0457000
osa:4345754	Os08g0457100
osa:4345755	Os08g0457400
osa:4345756	Os08g0457600
osa:4345757	Os08g0458200
osa:4345758	Os08g0458600
osa:4345759	Os08g0459100; K15082 DNA repair protein RAD7
osa:4345760	Os08g0459300
osa:4345761	Os08g0459400
osa:4345762	Os08g0459600; K05894 12-oxophytodienoic acid reductase [EC:1.3.1.42]
osa:4345763	Os08g0460000
osa:4345764	Os08g0460600
osa:4345765	Os08g0460700
osa:4345766	Os08g0460900
osa:4345767	Os08g0461000
osa:4345768	Os08g0461300
osa:4345769	Os08g0461400
osa:4345770	Os08g0461700
osa:4345771	Os08g0461800
osa:4345772	Os08g0462300
osa:4345773	Os08g0462700
osa:4345774	Os08g0462800
osa:4345775	Os08g0462900
osa:4345777	Os08g0463500
osa:4345779	Os08g0463900
osa:4345780	Os08g0464000
osa:4345782	Os08g0464400
osa:4345785	Os08g0465400
osa:4345786	Os08g0465700
osa:4345787	Os08g0465800; K01580 glutamate decarboxylase [EC:4.1.1.15]
osa:4345788	Os08g0465900
osa:4345789	Os08g0466200
osa:4345790	Os08g0467100
osa:4345791	Os08g0467300
osa:4345792	Os08g0467400; K14713 solute carrier family 39 (zinc transporter), member 7
osa:4345793	Os08g0467500
osa:4345794	Os08g0467600
osa:4345795	Os08g0468100
osa:4345796	Os08g0468200
osa:4345797	Os08g0468400; K11547 kinetochore protein NDC80
osa:4345798	Os08g0468700
osa:4345799	Os08g0469000
osa:4345800	Os08g0469100
osa:4345801	Os08g0469500
osa:4345802	Os08g0469600
osa:4345803	Os08g0469700
osa:4345805	Os08g0471800
osa:4345806	Os08g0471900; K06874 zinc finger protein
osa:4345807	Os08g0472000; K14432 ABA responsive element binding factor
osa:4345808	Os08g0472400
osa:4345809	Os08g0472600; K00753 glycoprotein 3-alpha-L-fucosyltransferase [EC:2.4.1.214]
osa:4345810	Os08g0472800; K09843 (+)-abscisic acid 8'-hydroxylase [EC:1.14.13.93]
osa:4345811	Os08g0473300
osa:4345812	Os08g0473600; K01176 alpha-amylase [EC:3.2.1.1]
osa:4345814	Os08g0473900
osa:4345815	Os08g0474000
osa:4345816	Os08g0474100
osa:4345817	Os08g0474500; K14499 BRI1 kinase inhibitor 1
osa:4345818	Os08g0474600
osa:4345819	Os08g0474700; K14006 protein transport protein SEC23
osa:4345820	Os08g0474800
osa:4345821	Os08g0475000
osa:4345822	Os08g0475100
osa:4345824	Os08g0475300
osa:4345825	Os08g0475400
osa:4345828	Os08g0476100
osa:4345829	Os08g0476300
osa:4345831	Os08g0476900
osa:4345832	Os08g0477100
osa:4345833	Os08g0477500
osa:4345834	Os08g0477600
osa:4345835	Os08g0477800
osa:4345836	Os08g0477900
osa:4345838	Os08g0478100
osa:4345839	Os08g0478200; K02138 F-type H+-transporting ATPase subunit d [EC:3.6.3.14]
osa:4345840	Os08g0478500; K11855 ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.1.2.15]
osa:4345841	Os08g0478700
osa:4345842	Os08g0478800; K01810 glucose-6-phosphate isomerase [EC:5.3.1.9]
osa:4345844	Os08g0479300
osa:4345845	Os08g0479400
osa:4345846	Os08g0480000; K03327 multidrug resistance protein, MATE family
osa:4345847	Os08g0480100; K13431 signal recognition particle receptor subunit alpha
osa:4345848	Os08g0480200
osa:4345849	Os08g0480500; K15139 mediator of RNA polymerase II transcription subunit 22
osa:4345850	Os08g0480800
osa:4345851	Os08g0481000
osa:4345852	Os08g0481100
osa:4345853	Os08g0481200
osa:4345854	Os08g0481400
osa:4345855	Os08g0481500
osa:4345856	Os08g0481800
osa:4345857	Os08g0482100
osa:4345858	Os08g0482300
osa:4345859	Os08g0482500
osa:4345860	Os08g0482600
osa:4345861	Os08g0482700
osa:4345862	Os08g0483100
osa:4345863	Os08g0483200
osa:4345865	Os08g0483600
osa:4345867	Os08g0483900
osa:4345870	Os08g0484200
osa:4345871	Os08g0484400
osa:4345872	Os08g0484500; K01626 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
osa:4345873	Os08g0484600
osa:4345874	Os08g0484700
osa:4345875	Os08g0484800
osa:4345876	Os08g0485000
osa:4345877	Os08g0485400
osa:4345878	Os08g0485500
osa:4345879	Os08g0485600
osa:4345880	Os08g0485700
osa:4345881	Os08g0485900
osa:4345882	Os08g0486000
osa:4345883	Os08g0486100
osa:4345884	Os08g0486200; K12891 splicing factor, arginine/serine-rich 2
osa:4345885	Os08g0486300; K09422 myb proto-oncogene protein, plant
osa:4345886	Os08g0486500
osa:4345887	Os08g0486700
osa:4345888	Os08g0487000
osa:4345889	Os08g0487100
osa:4345890	Os08g0487300
osa:4345891	Os08g0487500
osa:4345892	Os08g0487700
osa:4345893	Os08g0487800; K09487 heat shock protein 90kDa beta
osa:4345894	Os08g0487900
osa:4345895	Os08g0488700
osa:4345896	Os08g0488800
osa:4345898	Os08g0489800
osa:4345899	Os08g0490000
osa:4345900	Os08g0490100
osa:4345901	Os08g0490300; K14398 cleavage and polyadenylation specificity factor subunit 6/7
osa:4345902	Os08g0490600
osa:4345903	Os08g0490700
osa:4345904	Os08g0490900; K11252 histone H2B
osa:4345906	Os08g0491100
osa:4345907	Os08g0491200
osa:4345908	Os08g0491400
osa:4345909	Os08g0492000
osa:4345910	Os08g0492100; K12741 heterogeneous nuclear ribonucleoprotein A1/A3
osa:4345911	Os08g0492400
osa:4345912	Os08g0492500; K16285 RING/U-box domain-containing protein
osa:4345914	Os08g0493100
osa:4345915	Os08g0493800
osa:4345916	Os08g0493900; K11374 elongator complex protein 2
osa:4345917	Os08g0494000
osa:4345918	Os08g0494200
osa:4345919	Os08g0494300
osa:4345921	Os08g0495200
osa:4345922	Os08g0495300
osa:4345923	Os08g0495500; K10523 speckle-type POZ protein
osa:4345925	Os08g0495800; K06617 raffinose synthase [EC:2.4.1.82]
osa:4345926	Os08g0496000; K02259 cytochrome c oxidase assembly protein subunit 15
osa:4345927	Os08g0496400
osa:4345928	Os08g0496500
osa:4345929	Os08g0496800
osa:4345930	Os08g0496900
osa:4345931	Os08g0497300
osa:4345932	Os08g0497600
osa:4345933	Os08g0497900
osa:4345934	Os08g0498100
osa:4345935	Os08g0498400
osa:4345936	Os08g0498600
osa:4345937	Os08g0499000
osa:4345938	Os08g0499100
osa:4345939	Os08g0499200
osa:4345940	Os08g0499300
osa:4345941	Os08g0499700
osa:4345942	Os08g0499800
osa:4345943	Os08g0499900
osa:4345944	Os08g0500000; K12179 COP9 signalosome complex subunit 6
osa:4345945	Os08g0500100; K13342 peroxin-5
osa:4345946	Os08g0500200
osa:4345947	Os08g0500300
osa:4345948	Os08g0500400
osa:4345949	Os08g0500500
osa:4345950	Os08g0500600
osa:4345951	Os08g0500700; K04079 molecular chaperone HtpG
osa:4345952	Os08g0500800
osa:4345953	Os08g0500900; K00601 phosphoribosylglycinamide formyltransferase [EC:2.1.2.2]
osa:4345954	Os08g0501000
osa:4345955	Os08g0501300
osa:4345956	Os08g0501500
osa:4345957	Os08g0501700
osa:4345959	Os08g0502000
osa:4345960	Os08g0502400
osa:4345961	Os08g0502600
osa:4345962	Os08g0502700; K00830 alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
osa:4345963	Os08g0502800; K15223 upstream activation factor subunit UAF30
osa:4345964	Os08g0503000
osa:4345965	Os08g0503200
osa:4345966	Os08g0503300
osa:4345968	Os08g0503700
osa:4345969	Os08g0503800; K03714 glycoprotein 2-beta-D-xylosyltransferase [EC:2.4.2.38]
osa:4345970	Os08g0504400; K16329 pseudouridine-5'-phosphate glycosidase [EC:3.2.-.-]
osa:4345971	Os08g0504500
osa:4345972	Os08g0504600
osa:4345973	Os08g0504700
osa:4345975	Os08g0505200
osa:4345976	Os08g0505300; K02910 large subunit ribosomal protein L31e
osa:4345978	Os08g0505900
osa:4345979	Os08g0506000
osa:4345980	Os08g0506100
osa:4345982	Os08g0506400
osa:4345983	Os08g0506500; K03216 tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]
osa:4345984	Os08g0506700
osa:4345985	Os08g0507100
osa:4345986	Os08g0507400
osa:4345988	Os08g0508000
osa:4345989	Os08g0508100
osa:4345991	Os08g0508600; K14800 pre-rRNA-processing protein TSR2
osa:4345992	Os08g0508700; K14514 ethylene-insensitive protein 3
osa:4345993	Os08g0508800; K00454 lipoxygenase [EC:1.13.11.12]
osa:4345994	Os08g0509100; K00454 lipoxygenase [EC:1.13.11.12]
osa:4345995	Os08g0509200; K01188 beta-glucosidase [EC:3.2.1.21]
osa:4345996	Os08g0509400
osa:4345997	Os08g0509500
osa:4345998	Os08g0509600
osa:4345999	Os08g0510300
osa:4346000	Os08g0510400
osa:4346001	Os08g0510500
osa:4346003	Os08g0510700
osa:4346004	Os08g0510800
osa:4346005	Os08g0510900
osa:4346006	Os08g0511000
osa:4346008	Os08g0511200
osa:4346009	Os08g0511400
osa:4346010	Os08g0511700
osa:4346011	Os08g0511800
osa:4346012	Os08g0511900
osa:4346013	Os08g0512300; K05956 geranylgeranyl transferase type-2 subunit beta [EC:2.5.1.60]
osa:4346014	Os08g0512400
osa:4346015	Os08g0512500
osa:4346016	Os08g0512600; K00924 [EC:2.7.1.-]
osa:4346017	Os08g0512700; K00021 hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]
osa:4346018	Os08g0512900
osa:4346020	Os08g0513100
osa:4346021	Os08g0513300
osa:4346022	Os08g0513600
osa:4346023	Os08g0513700
osa:4346024	Os08g0514000
osa:4346025	Os08g0514100
osa:4346026	Os08g0514300
osa:4346027	Os08g0514800
osa:4346028	Os08g0515000
osa:4346029	Os08g0515100
osa:4346031	Os08g0515700
osa:4346032	Os08g0515800; K15032 mTERF domain-containing protein, mitochondrial
osa:4346033	Os08g0515900
osa:4346034	Os08g0516000
osa:4346035	Os08g0516600
osa:4346036	Os08g0516900
osa:4346037	Os08g0517100
osa:4346039	Os08g0517300
osa:4346040	Os08g0517500
osa:4346041	Os08g0517600
osa:4346042	Os08g0517700
osa:4346044	Os08g0517900; K02959 small subunit ribosomal protein S16
osa:4346045	Os08g0518000
osa:4346046	Os08g0518100
osa:4346047	Os08g0518200
osa:4346049	Os08g0518400
osa:4346050	Os08g0518600
osa:4346051	Os08g0518800
osa:4346052	Os08g0518900
osa:4346053	Os08g0519000
osa:4346054	Os08g0519100
osa:4346055	Os08g0519300
osa:4346056	Os08g0519400
osa:4346057	Os08g0519600
osa:4346058	Os08g0519700
osa:4346059	Os08g0519800
osa:4346060	Os08g0519900
osa:4346061	Os08g0520000
osa:4346062	Os08g0520100
osa:4346063	Os08g0520300; K13201 nucleolysin TIA-1/TIAR
osa:4346064	Os08g0520400
osa:4346065	Os08g0520500
osa:4346066	Os08g0520600
osa:4346068	Os08g0520900; K02438 glycogen operon protein [EC:3.2.1.-]
osa:4346069	Os08g0521000
osa:4346070	Os08g0521200
osa:4346071	Os08g0521300
osa:4346072	Os08g0521400
osa:4346073	Os08g0521600
osa:4346075	Os08g0521800
osa:4346076	Os08g0522100
osa:4346077	Os08g0522300
osa:4346078	Os08g0522400; K00434 L-ascorbate peroxidase [EC:1.11.1.11]
osa:4346079	Os08g0522500
osa:4346080	Os08g0522600
osa:4346081	Os08g0523600
osa:4346082	Os08g0524000; K12272 signal recognition particle receptor subunit beta
osa:4346083	Os08g0524100
osa:4346084	Os08g0524200
osa:4346085	Os08g0524400
osa:4346086	Os08g0524600; K02912 large subunit ribosomal protein L32e
osa:4346087	Os08g0524800
osa:4346088	Os08g0525000; K07976 Rab family, other
osa:4346089	Os08g0525500
osa:4346090	Os08g0525600; K09571 FK506-binding protein 4/5 [EC:5.2.1.8]
osa:4346091	Os08g0525700
osa:4346092	Os08g0525800
osa:4346094	Os08g0526100
osa:4346095	Os08g0526200
osa:4346096	Os08g0526300
osa:4346097	Os08g0526400; K13456 RPM1-interacting protein 4
osa:4346098	Os08g0526500
osa:4346099	Os08g0526700
osa:4346100	Os08g0527100; K11844 ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.1.2.15]
osa:4346102	Os08g0527300
osa:4346103	Os08g0527400; K11844 ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.1.2.15]
osa:4346105	Os08g0527700
osa:4346106	Os08g0527800; K11844 ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.1.2.15]
osa:4346107	Os08g0527900; K11844 ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.1.2.15]
osa:4346108	Os08g0528000; K11844 ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.1.2.15]
osa:4346109	Os08g0528100; K11844 ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.1.2.15]
osa:4346110	Os08g0528200
osa:4346111	Os08g0528500
osa:4346114	Os08g0528800
osa:4346115	Os08g0528900
osa:4346116	Os08g0529000; K13947 auxin efflux carrier family
osa:4346117	Os08g0529100; K02732 20S proteasome subunit beta 6 [EC:3.4.25.1]
osa:4346118	Os08g0529200
osa:4346119	Os08g0529300
osa:4346120	Os08g0529800
osa:4346121	Os08g0530000; K00876 uridine kinase [EC:2.7.1.48]
osa:4346122	Os08g0530100
osa:4346123	Os08g0530200; K02880 large subunit ribosomal protein L17e
osa:4346124	Os08g0530300
osa:4346125	Os08g0530400; K00387 sulfite oxidase [EC:1.8.3.1]
osa:4346126	Os08g0530500
osa:4346127	Os08g0530600
osa:4346128	Os08g0530800
osa:4346129	Os08g0531000
osa:4346130	Os08g0531100
osa:4346132	Os08g0531300; K07566 tRNA threonylcarbamoyladenosine biosynthesis protein
osa:4346133	Os08g0531600
osa:4346134	Os08g0531700
osa:4346135	Os08g0531900
osa:4346136	Os08g0532200; K01845 glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
osa:4346137	Os08g0532300
osa:4346138	Os08g0532400
osa:4346139	Os08g0532500
osa:4346140	Os08g0532600
osa:4346141	Os08g0532700; K00430 peroxidase [EC:1.11.1.7]
osa:4346142	Os08g0532800
osa:4346143	Os08g0532900
osa:4346144	Os08g0533300
osa:4346145	Os08g0533600
osa:4346146	Os08g0533700
osa:4346147	Os08g0534200
osa:4346149	Os08g0534400; K15902 polarized growth chromatin-associated controller 1
osa:4346150	Os08g0534900
osa:4346152	Os08g0535100
osa:4346153	Os08g0535200; K15382 solute carrier family 50 (sugar transporter)
osa:4346154	Os08g0535400
osa:4346155	Os08g0535600
osa:4346156	Os08g0535700
osa:4346157	Os08g0535800
osa:4346158	Os08g0535900
osa:4346159	Os08g0536000; K00162 pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]
osa:4346160	Os08g0536100
osa:4346161	Os08g0536200
osa:4346162	Os08g0536300
osa:4346163	Os08g0536400
osa:4346166	Os08g0536800
osa:4346168	Os08g0537600; K12489 Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein
osa:4346169	Os08g0537800; K09602 ubiquitin thioesterase protein OTUB1 [EC:3.4.-.-]
osa:4346170	Os08g0537900
osa:4346171	Os08g0538000; K01880 glycyl-tRNA synthetase [EC:6.1.1.14]
osa:4346173	Os08g0538300
osa:4346175	Os08g0538600
osa:4346176	Os08g0538700
osa:4346177	Os08g0538800
osa:4346178	Os08g0539100
osa:4346179	Os08g0539200
osa:4346180	Os08g0539300
osa:4346181	Os08g0539400
osa:4346182	Os08g0539600
osa:4346183	Os08g0539700
osa:4346184	Os08g0540000; K15287 solute carrier family 35, member F1/2
osa:4346185	Os08g0540100; K01012 biotin synthase [EC:2.8.1.6]
osa:4346186	Os08g0540300; K11968 ariadne-1
osa:4346187	Os08g0540400
osa:4346188	Os08g0540500; K15190 7SK snRNA methylphosphate capping enzyme [EC:2.1.1.-]
osa:4346190	Os08g0540900
osa:4346191	Os08g0541300
osa:4346192	Os08g0541400
osa:4346193	Os08g0541500
osa:4346194	Os08g0542000
osa:4346195	Os08g0542100; K02937 large subunit ribosomal protein L7e
osa:4346196	Os08g0542200
osa:4346198	Os08g0542600
osa:4346199	Os08g0542700
osa:4346200	Os08g0542800
osa:4346201	Os08g0542900; K15191 La-related protein 7
osa:4346203	Os08g0543100
osa:4346205	Os08g0543400
osa:4346206	Os08g0543500
osa:4346207	Os08g0543600
osa:4346208	Os08g0543900
osa:4346210	Os08g0544400
osa:4346211	Os08g0544500; K05750 NCK-associated protein 1
osa:4346212	Os08g0544600
osa:4346213	Os08g0544700
osa:4346214	Os08g0544800
osa:4346215	Os08g0544900; K01641 hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
osa:4346216	Os08g0545000
osa:4346217	Os08g0545200; K00008 L-iditol 2-dehydrogenase [EC:1.1.1.14]
osa:4346218	Os08g0545300
osa:4346219	Os08g0545400
osa:4346220	Os08g0545500
osa:4346221	Os08g0545600
osa:4346222	Os08g0545700
osa:4346223	Os08g0545800
osa:4346224	Os08g0546100
osa:4346226	Os08g0546400
osa:4346228	Os08g0546700
osa:4346229	Os08g0546800; K09419 heat shock transcription factor, other eukaryote
osa:4346230	Os08g0546900
osa:4346231	Os08g0547000
osa:4346232	Os08g0547100; K01057 6-phosphogluconolactonase [EC:3.1.1.31]
osa:4346233	Os08g0547200
osa:4346234	Os08g0547300
osa:4346235	Os08g0547500; K11498 centromeric protein E
osa:4346236	Os08g0547800
osa:4346237	Os08g0547900
osa:4346238	Os08g0548000
osa:4346239	Os08g0548200
osa:4346240	Os08g0548300
osa:4346241	Os08g0548400
osa:4346242	Os08g0548500
osa:4346245	Os08g0548900; K02731 20S proteasome subunit alpha 4 [EC:3.4.25.1]
osa:4346246	Os08g0549000; K09422 myb proto-oncogene protein, plant
osa:4346247	Os08g0549100; K00434 L-ascorbate peroxidase [EC:1.11.1.11]
osa:4346248	Os08g0549200
osa:4346249	Os08g0549300
osa:4346250	Os08g0549900
osa:4346251	Os08g0550000
osa:4346252	Os08g0550100; K03033 26S proteasome regulatory subunit N3
osa:4346253	Os08g0550200; K03327 multidrug resistance protein, MATE family
osa:4346254	Os08g0550400
osa:4346255	Os08g0550500
osa:4346256	Os08g0550700
osa:4346257	Os08g0551200
osa:4346258	Os08g0551300
osa:4346259	Os08g0551500
osa:4346262	Os08g0551800
osa:4346263	Os08g0552200
osa:4346264	Os08g0552300
osa:4346268	Os08g0553200
osa:4346269	Os08g0553400
osa:4346270	Os08g0553500
osa:4346271	Os08g0553600
osa:4346272	Os08g0553800
osa:4346273	Os08g0554000
osa:4346274	Os08g0554100
osa:4346275	Os08g0554300
osa:4346276	Os08g0554400
osa:4346277	Os08g0554900
osa:4346279	Os08g0555200
osa:4346282	Os08g0555800
osa:4346283	Os08g0556000
osa:4346285	Os08g0556200; K01633 dihydroneopterin aldolase [EC:4.1.2.25]
osa:4346286	Os08g0556300
osa:4346287	Os08g0556400
osa:4346288	Os08g0556500; K13338 peroxin-1
osa:4346289	Os08g0556600; K03938 NADH dehydrogenase (ubiquinone) Fe-S protein 5 [EC:1.6.5.3 1.6.99.3]
osa:4346290	Os08g0556700
osa:4346292	Os08g0556900; K16292 KDEL-tailed cysteine endopeptidase [EC:3.4.22.-]
osa:4346293	Os08g0557000; K00573 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
osa:4346294	Os08g0557100
osa:4346295	Os08g0557200
osa:4346296	Os08g0557300
osa:4346297	Os08g0557400
osa:4346298	Os08g0557500; K12736 peptidylprolyl isomerase domain and WD repeat-containing protein 1 [EC:5.2.1.8]
osa:4346299	Os08g0557600; K08232 monodehydroascorbate reductase (NADH) [EC:1.6.5.4]
osa:4346300	Os08g0557700; K14490 histidine-containing phosphotransfer peotein
osa:4346301	Os08g0557800; K13356 fatty acyl-CoA reductase [EC:1.2.1.-]
osa:4346302	Os08g0557900; K01240 uridine nucleosidase [EC:3.2.2.3]
osa:4346304	Os08g0558100; K13448 calcium-binding protein CML
osa:4346305	Os08g0558200
osa:4346306	Os08g0558300
osa:4346309	Os08g0558600; K08511 vesicle-associated membrane protein 72
osa:4346310	Os08g0558700
osa:4346312	Os08g0558900
osa:4346313	Os08g0559000
osa:4346314	Os08g0559200; K02975 small subunit ribosomal protein S25e
osa:4346315	Os08g0559300
osa:4346316	Os08g0559400; K12733 peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8]
osa:4346318	Os08g0559600; K01687 dihydroxy-acid dehydratase [EC:4.2.1.9]
osa:4346319	Os08g0559700
osa:4346320	Os08g0559900
osa:4346321	Os08g0560000
osa:4346322	Os08g0560300
osa:4346323	Os08g0560500; K09646 serine carboxypeptidase 1 [EC:3.4.16.-]
osa:4346324	Os08g0560600; K03457 nucleobase:cation symporter-1, NCS1 family
osa:4346325	Os08g0560700; K13448 calcium-binding protein CML
osa:4346326	Os08g0560900; K02692 photosystem I subunit II
osa:4346327	Os08g0561500
osa:4346328	Os08g0561600
osa:4346329	Os08g0561700; K04565 superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
osa:4346331	Os08g0561900
osa:4346332	Os08g0562100; K00051 malate dehydrogenase (NADP+) [EC:1.1.1.82]
osa:4346333	Os08g0562200
osa:4346334	Os08g0562300
osa:4346335	Os08g0562500
osa:4346336	Os08g0562600
osa:4346337	Os08g0562700; K01256 aminopeptidase N [EC:3.4.11.2]
osa:4346338	Os08g0562800; K03327 multidrug resistance protein, MATE family
osa:4346339	Os08g0563200
osa:4346340	Os08g0563300
osa:4346341	Os08g0563400; K13945 LOB domain-containing protein 29
osa:4346342	Os08g0564000; K08176 MFS transporter, PHS family, inorganic phosphate transporter
osa:4346343	Os08g0564100; K06185 ATP-binding cassette, subfamily F, member 2
osa:4346344	Os08g0564300; K05658 ATP-binding cassette, subfamily B (MDR/TAP), member 1
osa:4346345	Os08g0564400
osa:4346346	Os08g0564500; K14821 bud site selection protein 20
osa:4346347	Os08g0564700
osa:4346348	Os08g0564800; K14972 PAX-interacting protein 1
osa:4346349	Os08g0564900
osa:4346351	Os08g0565200
osa:4346352	Os08g0565700; K11420 euchromatic histone-lysine N-methyltransferase [EC:2.1.1.43]
osa:4346354	Os08g0565900
osa:4346355	Os08g0566000
osa:4346356	Os08g0566100
osa:4346357	Os08g0566400
osa:4346358	Os08g0566600
osa:4346359	Os08g0566700
osa:4346360	Os08g0566900; K13348 protein Mpv17
osa:4346361	Os08g0567000
osa:4346362	Os08g0567100
osa:4346363	Os08g0567200
osa:9266083	Os08g0129900
osa:9266104	Os08g0319450
osa:9266114	Os08g0542400
osa:9266120	Os08g0156033
osa:9266136	Os08g0473650
osa:9266139	Os08g0290900
osa:9266160	Os08g0496200
osa:9266170	Os08g0442350
osa:9266188	Os08g0203350
osa:9266191	Os08g0558800; K02865 large subunit ribosomal protein L10Ae
osa:9266202	Os08g0422500
osa:9266229	Os08g0249500
osa:9266249	Os08g0390900
osa:9266279	Os08g0148266
osa:9266302	Os08g0545101
osa:9266320	Os08g0468300
osa:9266350	Os08g0426866
osa:9266372	Os08g0141400
osa:9266399	Os08g0235800
osa:9266401	Os08g0267900
osa:9266426	Os08g0107800
osa:9266434	Os08g0198700
osa:9266452	Os08g0231100
osa:9266465	Os08g0245800
osa:9266503	Os08g0345300
osa:9266540	Os08g0148600
osa:9266587	Os08g0199000
osa:9266597	Os08g0476600
osa:9266602	Os08g0402100
osa:9266613	Os08g0503600
osa:9266633	Os08g0473800
osa:9266655	Os08g0241400
osa:9266675	Os08g0216500
osa:9266743	Os08g0133201
osa:9266768	Os08g0276000
osa:9266786	Os08g0152800
osa:9266817	Os08g0433500
osa:9266838	Os08g0110800
osa:9266842	Os08g0369400
osa:9266861	Os08g0387100
osa:9266863	Os08g0426932
osa:9266886	Os08g0328600
osa:9266895	Os08g0478000
osa:9266899	Os08g0137900
osa:9266922	Os08g0371564
osa:9266928	Os08g0546466
osa:9266930	Os08g0208700
osa:9266931	Os08g0236900
osa:9266983	Os08g0538100
osa:9266988	Os08g0105700
osa:9267006	Os08g0465300
osa:9267026	Os08g0246100
osa:9267033	Os08g0346500
osa:9267039	Os08g0419000
osa:9267061	Os08g0265300
osa:9267090	Os08g0310001
osa:9267092	Os08g0365800
osa:9267100	Os08g0278750
osa:9267122	Os08g0409100
osa:9267156	Os08g0356366
osa:9267171	Os08g0419600
osa:9267177	Os08g0123300
osa:9267185	Os08g0258700
osa:9267208	Os08g0285500
osa:9267211	Os08g0300450
osa:9267215	Os08g0511500
osa:9267243	Os08g0550900
osa:9267255	Os08g0477700
osa:9267326	Os08g0559450
osa:9267329	Os08g0204632
osa:9267332	Os08g0518050
osa:9267333	Os08g0293900
osa:9267362	Os08g0424100; K01674 carbonic anhydrase [EC:4.2.1.1]
osa:9267378	Os08g0196900
osa:9267398	Os08g0507701
osa:9267433	Os08g0300100
osa:9267462	Os08g0427700; K11251 histone H2A
osa:9267509	Os08g0270466
osa:9267516	Os08g0288050
osa:9267548	Os08g0544300
osa:9267573	Os08g0441200
osa:9267611	Os08g0369800
osa:9267621	Os08g0221000
osa:9267641	Os08g0535083
osa:9267648	Os08g0249966
osa:9267678	Os08g0555001
osa:9267684	Os08g0197400
osa:9267686	Os08g0334200
osa:9267702	Os08g0168150
osa:9267708	Os08g0537001
osa:9267724	Os08g0517200
osa:9267726	Os08g0165300
osa:9267730	Os08g0485800
osa:9267781	Os08g0476000
osa:9267794	Os08g0177550
osa:9267806	Os08g0451201
osa:9267809	Os08g0553000
osa:9267826	Os08g0298600
osa:9267835	Os08g0155700
osa:9267843	Os08g0499400
osa:9267895	Os08g0411800
osa:9267932	Os08g0368000
osa:9267974	Os08g0429250
osa:9268017	Os08g0555700
osa:9268028	Os08g0396500
osa:9268049	Os08g0246000
osa:9268050	Os08g0564750
osa:9268069	Os08g0385400
osa:9268072	Os08g0214900
osa:9268118	Os08g0145600
osa:9268134	Os08g0201100
osa:9268184	Os08g0235400
osa:9268199	Os08g0351250
osa:9268216	Os08g0433000
osa:9268245	Os08g0558000; K02865 large subunit ribosomal protein L10Ae
osa:9268271	Os08g0541900
osa:9268297	Os08g0470200
osa:9268314	Os08g0248500
osa:9268337	Os08g0529400
osa:9268342	Os08g0393700
osa:9268376	Os08g0230450
osa:9268405	Os08g0478466
osa:9268458	Os08g0244100
osa:9268476	Os08g0421850
osa:9268520	Os08g0193200
osa:9268546	Os08g0282100
